DATE,IP
1986-04-30,0.5494559999999999
1986-05-31,0.550535
1986-06-30,0.54837
1986-07-31,0.551716
1986-08-31,0.550792
1986-09-30,0.552317
1986-10-31,0.554645
1986-11-30,0.556854
1986-12-31,0.5621200000000001
1987-01-31,0.560012
1987-02-28,0.567438
1987-03-31,0.568235
1987-04-30,0.571954
1987-05-31,0.575498
1987-06-30,0.578603
1987-07-31,0.582501
1987-08-31,0.586889
1987-09-30,0.589137
1987-10-31,0.597083
1987-11-30,0.600022
1987-12-31,0.603336
1988-01-31,0.603186
1988-02-29,0.606209
1988-03-31,0.607591
1988-04-30,0.611144
1988-05-31,0.6099519999999999
1988-06-30,0.6116969999999999
1988-07-31,0.611749
1988-08-31,0.614851
1988-09-30,0.6128439999999999
1988-10-31,0.615595
1988-11-30,0.617128
1988-12-31,0.619983
1989-01-31,0.621789
1989-02-28,0.619074
1989-03-31,0.6205919999999999
1989-04-30,0.620424
1989-05-31,0.616948
1989-06-30,0.616915
1989-07-31,0.610978
1989-08-31,0.616949
1989-09-30,0.614839
1989-10-31,0.614105
1989-11-30,0.6161719999999999
1989-12-31,0.619635
1990-01-31,0.61644
1990-02-28,0.622108
1990-03-31,0.625068
1990-04-30,0.623597
1990-05-31,0.6254740000000001
1990-06-30,0.627541
1990-07-31,0.6264970000000001
1990-08-31,0.628761
1990-09-30,0.62896
1990-10-31,0.62506
1990-11-30,0.617271
1990-12-31,0.612939
1991-01-31,0.610931
1991-02-28,0.606522
1991-03-31,0.603069
1991-04-30,0.604658
1991-05-31,0.6106710000000001
1991-06-30,0.615611
1991-07-31,0.61723
1991-08-31,0.61736
1991-09-30,0.622464
1991-10-31,0.621825
1991-11-30,0.6209830000000001
1991-12-31,0.618108
1992-01-31,0.6148980000000001
1992-02-29,0.619299
1992-03-31,0.62449
1992-04-30,0.629312
1992-05-31,0.631359
1992-06-30,0.631736
1992-07-31,0.637408
1992-08-31,0.633917
1992-09-30,0.635927
1992-10-31,0.640282
1992-11-30,0.6427320000000001
1992-12-31,0.643668
1993-01-31,0.646256
1993-02-28,0.64929
1993-03-31,0.64872
1993-04-30,0.6506109999999999
1993-05-31,0.648104
1993-06-30,0.6495529999999999
1993-07-31,0.6511979999999999
1993-08-31,0.650494
1993-09-30,0.653882
