ISO_Code,Year,Countries,Economic Freedom Summary Index,Rank,Quartile,Government Consumption,1A data,Transfers and subsidies,1B data,Government enterprises and investment,1C data,Top marginal income tax rate,1Di data,Top marginal income and payroll tax rate,1Dii data,Top marginal tax rate,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Adjustment,Legal System & Property Rights,Money growth,3A data,Standard deviation of inflation,3B data,Inflation: Most recent year,3C data,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector),4Ai data,Mean tariff rate,4Aii data,Standard deviation of tariff rates,4Aiii data,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Bureaucracy costs,"Starting

a  business",Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation,RGDP Per Capita
DNK,1975,Denmark,6.09,16.0,1.0,2.2470588240000002,32.36,5.286103542,17.8,6.0,27.3,1.0,63,,,1.0,3.633290591,,,,,,,,,,1.0,6.164742424,8.264839743,8.675801286,9.2,2.0,7.513999999999999,12.43,0.0,6.2447099360000005,9.4,0.9,8.2,9.0,,,8.8,,,,9.8,,5.0,,5.0,7.8666666670000005,10.0,9.319319319,8.0,9.106439773,,,5.1759,3.694,,3.0,3.956633333,,,,,,,,6.531536553,19614.0
DOM,1975,Dominican Rep.,,,,9.432352941,7.93,9.455040872,2.5,4.0,32.7,0.0,73,,,0.0,5.721848453,,,,,,,,,,0.7777777779999999,,8.322876557999999,8.385617212,7.352,6.62,6.608,16.96,0.0,5.5707191389999995,0.0,16.1,,,,,0.0,,,,4.4,,2.0,,2.0,2.133333333,,7.597597597999999,,7.597597597999999,,,,,,3.0,,,,,,,,,,3535.0
ECU,1975,Ecuador,5.31,38.0,3.0,6.417647059,18.18,,,4.0,37.5,5.0,50,,,5.0,5.139215686,,,,,,,,,,0.8888888890000001,3.6586804710000003,7.215566312000001,13.92216844,4.504,13.74,7.997999999999999,10.01,10.0,7.429391578,4.066666667,8.9,,,,,4.066666667,,,,9.0,,2.0,,2.0,5.022222222,,5.745745746,,5.745745746,,,,,,0.0,,,,,,,,,,4716.0
EGY,1975,Egypt,3.75,63.0,4.0,3.426470588,28.35,3.324250681,25.0,2.0,43.8,,,,,,2.91690709,,,,,,,,,,0.7777777779999999,2.9586289569999997,7.241306292999999,13.79346853,8.316,4.21,7.922000000000001,10.39,0.0,5.869826572999999,0.0,16.7,,,,,0.0,,,,9.8,,0.0,,0.0,3.266666667,5.0,,,5.0,,,,,,0.0,,,,,,,,,,2443.0
SLV,1975,El Salvador,,,,7.8,13.48,9.455040872,2.5,10.0,10.8,4.0,55,,,4.0,7.813760218,,,,,,,,,,1.0,,7.662467563,11.68766219,8.26,4.35,8.022,9.89,0.0,5.986116891,5.733333332999999,6.4,,,,,5.733333332999999,,,,6.0,,2.0,,2.0,4.577777778,,9.84984985,,9.84984985,,,,,,,,,,,,,,,,2613.0
EST,1975,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,1975,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,0.7777777779999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.0
FJI,1975,Fiji,5.27,39.0,3.0,7.352941176,15.0,9.61852861,1.9,2.0,43.3,3.0,53,,,3.0,5.492867447,,,,,,,,,,1.0,,8.397796447000001,8.011017764,6.404,8.99,5.136,24.32,0.0,4.984449112,5.6,6.6,,,,,5.6,,,,6.6,,5.0,,5.0,5.733333332999999,2.0,7.0870870870000005,0.0,3.0290290289999997,,,,,,10.0,,,,,,,,,4.87468958,
FIN,1975,Finland,6.05,19.0,2.0,4.876470588,23.42,6.294277929,14.1,8.0,18.9,2.0,61-68,,,2.0,5.292687129,,,,,,,,,,1.0,4.964775758,6.976646297,15.11676851,7.872000000000001,5.32,7.348,13.26,5.0,6.799161573999999,8.933333333,1.6,7.36,13.2,,,8.146666667,,,,9.8,,2.0,,2.0,6.648888889,8.0,9.90990991,,8.954954955,,,4.4865,4.926,,3.0,4.1375,,,,,,,,6.546227477,16657.0
FRA,1975,France,5.81,26.0,2.0,5.288235294,22.02,3.596730245,24.0,,,5.0,48,,,5.0,4.628321846,,,,,,,,,,0.8888888890000001,4.585927441,8.708694527999999,6.456527358,8.943999999999999,2.64,7.406000000000001,12.97,0.0,6.264673632,9.933333333,0.1,7.8,11.0,,,8.866666667,,,,10.0,,2.0,,2.0,6.955555556,10.0,9.50950951,8.0,9.169836502999999,,,4.4865,4.662,,3.0,4.0495,,,,,,,,6.6096682520000005,19599.0
GAB,1975,Gabon,,,,1.7,34.22,9.291553133999999,3.1,0.0,52.9,,,,,,3.663851045,,,,,,,,,,0.75,,5.797667037,21.01166482,0.0,26.26,9.126,4.37,0.0,3.730916759,4.533333333,8.2,,,,,4.533333333,,,,9.6,,0.0,,0.0,4.711111111,0.0,,,0.0,,,,,,10.0,,,,,,,,,,11678.0
GMB,1975,"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,0.9487179490000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2621.0
GEO,1975,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,1975,Germany,6.76,10.0,1.0,3.970588235,26.5,5.395095368,17.4,,,2.0,65,,,2.0,3.7885612010000003,,,,,,,,,,1.0,6.601093939,8.76,6.2,9.708,0.73,8.8,6.0,10.0,9.317,9.666666667000001,0.5,8.12,9.4,,,8.893333333,,,,10.0,,8.0,,8.0,8.964444444,5.0,7.9879879879999995,8.0,6.995995996,,,4.4865,4.398,,1.0,3.294833333,,,,,,,,5.145414665,18839.0
GHA,1975,Ghana,3.6,65.0,4.0,7.326470587999999,15.09,9.291553133999999,3.1,4.0,34.1,0.0,70,,,0.0,5.15450593,,,,,,,,,,0.7777777779999999,,5.202788088999999,23.98605956,6.667999999999999,8.33,4.1080000000000005,29.46,0.0,3.994697022,0.0,20.6,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,2.0,4.574574575,,3.287287287,,,,,,10.0,,,,,,,,,5.253695382,2261.0
GRC,1975,Greece,5.82,25.0,2.0,7.870588235,13.24,9.286103542000001,3.12,6.0,29.0,4.0,52,,,4.0,6.789172944,,,,,,,,,,1.0,5.401127272999999,7.990028296,10.04985852,7.104,7.24,7.532,12.34,5.0,6.906507073999999,7.666666667,3.5,8.12,9.4,,,7.893333332999999,,,,9.4,,2.0,,2.0,6.431111111,2.0,4.644644645,4.0,3.548214882,,,4.4865,6.334,,0.0,3.606833333,,,,,,,,3.577524107,11074.0
GTM,1975,Guatemala,7.24,5.0,1.0,9.408823529,8.01,9.918256131,0.8,7.0,20.9,9.0,34,,,9.0,8.831769915,,,,,,,,,,0.7777777779999999,,8.101354614,9.49322693,6.896,7.76,7.376,13.12,5.0,6.843338654,6.266666667000001,5.6,,,,,6.266666667000001,,,,8.0,,5.0,,5.0,6.422222222,8.0,8.218218217999999,,8.109109109,,,,,,10.0,,,,,,,,,6.871480893999999,3237.0
GIN,1975,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,0.75862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.0
GNB,1975,Guinea-Bissau,,,,5.376470587999999,21.72,,,,,,,,,,,,,,,,,,,,0.794871795,,,,8.788,3.03,8.588,7.06,0.0,5.792000000000001,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,1553.0
GUY,1975,Guyana,,,,3.15,29.29,,,,,,,,,,,,,,,,,,,,0.923076923,,5.974385262999999,20.12807369,5.04,12.4,7.068,14.66,0.0,4.520596316000001,0.0,15.33,,,,,0.0,,,,,,0.0,,0.0,,,3.643643644,,3.643643644,,,,,,,,,,,,,,,,
HTI,1975,Haiti,,,,8.926470587999999,9.65,,,10.0,13.1,,,,,,9.463235294,,,,,,,,,,0.8918918920000001,,7.6132611070000005,11.93369446,7.66,5.85,8.832,5.84,5.0,7.276315277,3.8,9.3,,,,,3.8,,,,10.0,,0.0,,0.0,4.6,,9.249249249,,9.249249249,,,,,,10.0,,,,,,,,,,2566.0
HND,1975,Honduras,,,,7.723529412,13.74,10.0,0.5,4.0,34.0,9.0,27,,,9.0,7.680882352999999,,,,,,,,,,0.8888888890000001,,8.831274509,5.843627455,7.752000000000001,5.62,8.724,6.38,10.0,8.826818627,6.466666667,5.3,,,,,6.466666667,,,,10.0,,2.0,,2.0,6.155555556,,8.668668669,,8.668668669,,,,,,10.0,,,,,,,,,,2642.0
HKG,1975,Hong Kong,8.42,2.0,1.0,8.844117647000001,9.93,9.836512262000001,1.1,8.0,15.8,10.0,15,,,10.0,9.170157477,,,,,,,,,,1.0,6.601093939,8.9,5.5,8.676,3.31,9.078,4.61,10.0,9.1635,9.533333333,0.7,10.0,0.0,,,9.766666667,,,,10.0,,10.0,,10.0,9.922222222,10.0,,10.0,10.0,,,7.9335,,,10.0,,,,,,,,,7.245898136,11432.0
HUN,1975,Hungary,,,,7.361764706000001,14.97,,,0.0,93.8,,,,,,3.6808823530000003,,,,,,,,,,1.0,,,,9.004,2.49,9.113999999999999,4.43,0.0,6.039333332999999,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,7610.0
ISL,1975,Iceland,4.53,52.0,3.0,5.335294118,21.86,7.438692098,9.9,8.0,17.6,,,,,,6.924662072,,,,,,,,,,1.0,4.964775758,5.8689740189999995,20.6551299,5.5120000000000005,11.22,1.626,41.87,0.0,3.251743505,4.6,8.1,,,,,4.6,,,,0.0,,2.0,,2.0,2.2,2.0,9.489489489,2.0,4.496496496000001,,,4.4865,,,10.0,,,,,,,,,5.2890952460000005,21573.0
IND,1975,India,4.27,55.0,4.0,8.426470587999999,11.35,9.100817439,3.8,2.0,41.0,0.0,77,,,0.0,4.881822007,,,,,,,,,,0.7777777779999999,2.085925926,8.73006735,6.349663248,7.104,7.24,9.722000000000001,-1.39,0.0,6.389016838,0.133333333,14.8,,,,,0.133333333,,,,8.2,,0.0,,0.0,2.777777778,0.0,7.977977977999999,4.0,3.992659326,,,,,,10.0,,,,,,,,,5.238414243999999,1362.0
IDN,1975,Indonesia,4.78,50.0,3.0,8.179411765,12.19,9.727520436,1.5,4.0,39.4,4.0,48,,,4.0,6.47673305,,,,,,,,,,0.666666667,3.0464343439999997,4.964480938,25.17759531,3.56,16.1,7.76,11.2,10.0,6.5711202339999994,7.333333333,4.0,2.3,38.5,,,4.816666667,,,,8.6,,0.0,,0.0,4.472222222,0.0,,2.0,1.0,,,,,,3.0,,,,,,,,,3.311983333,1977.0
IRN,1975,Iran,5.64,31.0,2.0,1.1941176470000001,35.94,7.711171662000001,8.9,2.0,47.4,8.0,40,,,8.0,4.726322327,,,,,,,,,,0.666666667,3.6827803039999996,4.68,26.6,8.484,3.79,8.832,5.84,5.0,6.749,7.6,3.6,,,,,7.6,,,,9.6,,5.0,,5.0,7.4,,8.338338338,,8.338338338,,,,,,0.0,,,,,,,,,,8640.0
IRL,1975,Ireland,5.96,23.0,2.0,5.508823529,21.27,5.14986376,18.3,4.0,30.0,0.0,80,,,0.0,3.664671822,,,,,,,,,,1.0,6.382918182,8.696499894,6.517500528999999,8.124,4.69,5.974,20.13,0.0,5.6986249739999995,6.8,4.8,8.12,9.4,,,7.46,,,,10.0,,5.0,,5.0,7.486666667000001,8.0,6.921314541,4.0,6.307104847000001,,,5.1759,5.19,,10.0,6.788633333,,,,,,,,6.54786909,9933.0
ISR,1975,Israel,4.03,58.0,4.0,0.0,42.3,5.3133514989999995,17.7,,,,,,,,2.656675749,,,,,,,,,,0.962962963,6.050580527,7.632376882000001,11.83811559,5.912000000000001,10.22,2.9539999999999997,35.23,5.0,5.374594221000001,4.666666667,8.0,,,,,4.666666667,,,,0.0,,2.0,,2.0,2.222222222,0.0,5.8458458460000005,,2.9229229230000002,,,5.1759,,,0.0,,,,,,,,,3.8599285080000003,16094.0
ITA,1975,Italy,5.37,36.0,2.0,6.232352941,18.81,5.3678474110000005,17.5,4.0,30.4,5.0,48,,,5.0,5.150050088,,,,,,,,,,1.0,3.87389697,8.175208064,9.123959681,7.78,5.55,6.78,16.1,0.0,5.6838020160000005,9.8,0.3,7.8,11.0,,,8.8,,,,8.2,,5.0,,5.0,7.333333333,5.0,6.606606607000001,6.0,5.868868869,,,4.4865,6.774,,0.0,3.7535,,,,,,,,4.811184433999999,14703.0
JAM,1975,Jamaica,,,,5.385294117999999,21.69,8.228882834,7.0,2.0,45.6,2.0,60,,,2.0,4.403544238,,,,,,,,,,1.0,,7.603905613999999,11.98047193,4.868,12.83,5.84,20.8,0.0,4.577976403,7.333333333,4.0,,,,,7.333333333,,,,5.6,,2.0,,2.0,4.977777778,,8.028028028,,8.028028028,,,,,,10.0,,,,,,,,,,6131.0
JPN,1975,Japan,6.83,9.0,1.0,7.370588235,14.94,8.310626702999999,6.7,8.0,15.6,1.0,68,,,1.0,6.170303735,,,,,,,,,,1.0,6.164742424,8.876858479,5.615707607,7.632000000000001,5.92,8.564,7.18,5.0,7.51821462,9.133333333,1.3,7.8,11.0,,,8.466666667,,,,10.0,,2.0,,2.0,6.822222222000001,8.0,9.189189189,4.0,7.0630630629999995,,,7.9335,5.806,,10.0,7.9131666670000005,,,,,,,,7.488114865,15703.0
JOR,1975,Jordan,4.83,48.0,3.0,3.0588235289999997,29.6,,,0.0,83.3,,,,,,1.529411765,,,,,,,,,,0.5555555560000001,,7.02,14.9,8.027999999999999,4.93,7.56,12.2,0.0,5.652,5.466666667,6.8,,,,,5.466666667,,,,9.8,,2.0,,2.0,5.755555556,5.0,8.258258258,,6.629129129,,,7.9335,,,10.0,,,,,,,,,6.397669045,2793.0
KAZ,1975,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,1975,Kenya,4.8,49.0,3.0,5.538235294,21.17,9.400544959,2.7,2.0,42.1,0.0,70,,,0.0,4.234695063,,,,,,,,,,1.0,3.655721212,8.88109572,5.594521401000001,6.388,9.03,7.632000000000001,11.84,0.0,5.72527393,6.333333333,5.5,,,,,6.333333333,,,,8.4,,0.0,,0.0,4.911111111,2.0,7.7977977979999995,4.0,4.599265933,,,,,,10.0,,,,,,,,,5.467379424,1912.0
KOR,1975,"Korea, South",5.18,42.0,3.0,7.791176471,13.51,9.591280654,2.0,7.0,21.1,2.0,63,,,2.0,6.5956142810000005,,,,,,,,,,0.7777777779999999,4.3161670039999995,6.152249375,19.23875313,7.284,6.79,4.803999999999999,25.98,0.0,4.560062343999999,7.933333332999999,3.1,,,,,7.933333332999999,,,,9.6,,0.0,,0.0,5.844444444,5.0,9.71971972,2.0,5.5732399070000005,,,,,,0.0,,,,,,,,,4.576833336,5146.0
KWT,1975,Kuwait,,,,1.8558823530000002,33.69,,,,,,,,,,,,,,,,,,,,0.592592593,,5.723751372000001,21.38124314,0.0,61.73,9.88,-0.6,10.0,6.4009378429999995,,,,,,,,,,,10.0,,2.0,,2.0,,5.0,9.88988989,,7.444944945,,,,,,1.0,,,,,,,,,5.138834962,93429.0
KGZ,1975,Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,1975,Laos,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.0
LVA,1975,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,1975,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,0.7777777779999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10247.0
LSO,1975,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.0
LBR,1975,Liberia,,,,,,,,,,,,,,,,,,,,,,,,,0.8888888890000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.0
LBY,1975,Libya,,,,,,,,,,,,,,,,,,,,,,,,,0.804878049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32997.0
LTU,1975,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,1975,Luxembourg,8.48,1.0,1.0,6.938235294,16.41,,,,,,,,,,,,,,,,,,,,1.0,8.3465,,,7.167999999999999,7.08,9.828,-0.86,10.0,8.998666667,10.0,0.0,8.12,9.4,,,9.06,,,,10.0,,10.0,,10.0,9.686666667,10.0,,10.0,10.0,,,5.1759,,,10.0,,,,,,,,,6.8989437979999995,21434.0
MKD,1975,Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,0.962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6977.0
MDG,1975,Madagascar,,,,8.476470588,11.18,,,0.0,59.2,,,,,,4.238235294,,,,,,,,,,0.5555555560000001,,8.861798875,5.691005623,6.996,7.51,9.062000000000001,4.69,0.0,6.2299497189999995,0.8,13.8,,,,,0.8,,,,5.4,,0.0,,0.0,2.066666667,0.0,8.748748748999999,,4.374374373999999,,,,,,,,,,,,,,,,1178.0
MWI,1975,Malawi,5.12,43.0,3.0,6.770588235,16.98,9.863760218,1.0,0.0,68.8,0.0,69,,,0.0,4.158587113,,,,,,,,,,0.8888888890000001,,8.239274857,8.803625717000001,7.784,5.54,8.362,8.19,0.0,6.096318714,7.466666667,3.8,,,,,7.466666667,,,,4.4,,2.0,,2.0,4.6222222219999995,2.0,6.726726727000001,,4.363363363,,,,,,10.0,,,,,,,,,5.614733253,1135.0
MYS,1975,Malaysia,6.05,19.0,2.0,4.7441176469999995,23.87,8.392370572,6.4,4.0,37.6,4.0,50,,,4.0,5.284122055,,,,,,,,,,0.7777777779999999,4.122232997,8.183640837,9.081795814,6.696000000000001,8.26,9.384,-3.08,5.0,7.315910209,5.333333333,7.0,7.6,12.0,,,6.466666667,,,,10.0,,5.0,,5.0,7.155555556,5.0,8.228228227999999,,6.6141141139999995,,,7.9335,,,10.0,,,,,,,,,6.393890741,5014.0
MLI,1975,Mali,5.81,26.0,2.0,10.0,4.580690627,9.509536785,2.3,8.0,16.8,,,,,,9.169845595,,,,,,,,,,0.7142857140000001,,6.95,15.25,7.167999999999999,7.08,5.4,23.0,0.0,4.8795,0.6,14.1,,,,,0.6,,,,8.6,,0.0,,0.0,3.066666667,2.0,9.77977978,,5.88988989,,,,,,10.0,,,,,,,,,6.126903257,689.0
MLT,1975,Malta,,,,5.752941176,20.44,6.130790191,14.7,2.0,46.3,,,,,,4.627910456,,,,,,,,,,1.0,,9.098451378,4.5077431080000006,9.076,2.31,8.924,5.38,0.0,6.774612845,6.933333332999999,4.6,,,,,6.933333332999999,,,,9.0,,2.0,,2.0,5.977777777999999,0.0,8.948948949,,4.474474474,,,,,,,,,,,,,,,,5732.0
MRT,1975,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.0
MUS,1975,Mauritius,5.21,41.0,3.0,7.2852941179999995,15.23,8.337874659,6.6,8.0,18.8,,,,,,7.874389592000001,,,,,,,,,,1.0,,4.584379124,27.07810438,1.936,20.16,8.948,5.26,0.0,3.867094781,5.266666667,7.1,,,,,5.266666667,,,,0.6,,2.0,,2.0,2.622222222,8.0,5.905905906,,6.952952953,,,,,,10.0,,,,,,,,,6.483575087999999,4749.0
MEX,1975,Mexico,5.73,29.0,2.0,8.320588235,11.71,9.019073569,4.1,2.0,40.2,5.0,47,,,5.0,6.0849154510000005,,,,,,,,,,1.0,4.092072727,7.895684374,10.52157813,8.2,4.5,6.428,17.86,10.0,8.130921093,4.733333333,7.9,,,,,4.733333333,,,,10.0,,2.0,,2.0,5.577777778,8.0,2.672672673,,5.3363363360000005,,,,,,3.0,,,,,,,,,4.766881992,8504.0
MDA,1975,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,0.9259259259999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,1975,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.0
MNE,1975,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,0.962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9810.0
MAR,1975,Morocco,4.91,46.0,3.0,6.179411765,18.99,8.501362398,6.0,0.0,60.5,8.0,39,,,8.0,5.670193541000001,,,,,,,,,,0.444444444,2.403886026,8.006678825,9.966605877000001,6.656000000000001,8.36,9.698,1.51,0.0,6.090169706,5.0,7.5,,,,,5.0,,,,9.4,,2.0,,2.0,5.466666667,5.0,,,5.0,,,,,,1.0,,,,,,,,,,3412.0
MOZ,1975,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,0.444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0
MMR,1975,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,0.926829268,,6.756413432,16.21793284,1.524,21.19,6.7,16.5,0.0,3.745103358,0.0,19.3,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,2.712712713,,1.356356356,,,,,,3.0,,,,,,,,,3.4315456419999997,863.0
NAM,1975,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5406.0
NPL,1975,Nepal,,,,9.285294118,8.43,,,4.0,32.5,,,,,,6.642647059,,,,,,,,,,0.5555555560000001,,8.06134697,9.693265152,5.496,11.26,4.496,27.52,0.0,4.513336742,4.066666667,8.9,,,,,4.066666667,,,,2.0,,0.0,,0.0,2.022222222,0.0,,,0.0,,,,,,10.0,,,,,,,,,,745.0
NLD,1975,Netherlands,6.6,13.0,1.0,5.2235294119999995,22.24,3.160762943,25.6,4.0,33.6,5.0,46,,,5.0,4.346073089,,,,,,,,,,1.0,6.382918182,8.874277541,5.628612297,9.732000000000001,0.67,7.96,10.2,10.0,9.141569385,9.133333333,1.3,8.12,9.4,,,8.626666667,,,,10.0,,5.0,,5.0,7.875555556,10.0,7.767767768,6.0,7.922589256,,,5.1759,2.7260000000000004,,0.0,2.6339666669999997,,,,,,,,5.278277961000001,21375.0
NZL,1975,New Zealand,5.77,28.0,2.0,6.014705882,19.55,4.6321525889999995,20.2,4.0,37.5,3.0,60,,,3.0,4.411714618,,,,,,,,,,1.0,5.0738636360000005,7.907494025,10.46252988,8.512,3.72,7.18,14.1,0.0,5.8998735060000005,8.4,2.4,6.22,18.9,,,7.31,,,,9.0,,5.0,,5.0,7.103333332999999,5.0,7.367367367000001,,6.183683684,,,5.1759,4.398,,10.0,6.524633333,,,,,,,,6.3541585089999995,16594.0
NIC,1975,Nicaragua,,,,8.747058824,10.26,9.482288828,2.4,6.0,29.8,10.0,21,,,10.0,8.557336913,,,,,,,,,,0.8888888890000001,,7.781071411,11.09464295,7.604,5.99,8.65,6.75,10.0,8.508767853,6.733333332999999,4.9,,,,,6.733333332999999,,,,5.8,,5.0,,5.0,5.844444444,,,,,,,,,,5.0,,,,,,,,,,3791.0
NER,1975,Niger,5.56,35.0,2.0,8.5,11.1,,,4.0,36.8,,,,,,6.25,,,,,,,,,,0.28571428600000004,,6.95149202,15.2425399,4.18,14.55,8.722000000000001,-6.39,0.0,4.963373005,5.533333333,6.7,,,,,5.533333333,,,,9.6,,0.0,,0.0,5.044444444,2.0,8.978978978999999,,5.4894894889999994,,,,,,10.0,,,,,,,,,5.992563584,1143.0
NGA,1975,Nigeria,3.85,61.0,4.0,7.091176471,15.89,9.373297003,2.8,4.0,30.7,0.0,75,,,0.0,5.116118368,,,,,,,,,,0.9259259259999999,3.52032413,5.134528192,24.32735904,3.464,16.34,5.3,23.5,0.0,3.474632048,5.6,6.6,,,,,5.6,,,,1.4,,0.0,,0.0,2.333333333,2.0,,2.0,2.0,,,,,,10.0,,,,,,,,,4.8217933330000005,6252.0
NOR,1975,Norway,5.57,33.0,2.0,3.8058823530000003,27.06,4.4141689369999995,21.0,4.0,30.5,0.0,74,,,0.0,3.055012823,,,,,,,,,,1.0,5.401127272999999,8.408608000000001,7.9569600000000005,9.18,2.05,7.992000000000001,10.04,0.0,6.3951519999999995,9.666666667000001,0.5,8.3,8.5,,,8.983333333,,,,9.8,,2.0,,2.0,6.927777777999999,10.0,6.156156156000001,,8.078078077999999,,,5.1759,6.1579999999999995,,1.0,4.1113,,,,,,,,6.0946890389999995,20639.0
OMN,1975,Oman,,,,0.0,66.55,9.673024522999999,1.7,2.0,43.7,10.0,0,,,10.0,5.418256131000001,,,,,,,,,,0.5862068970000001,,4.584,27.08,0.0,75.55,9.526,2.37,10.0,6.0275,,,,,,,,,,,10.0,,2.0,,2.0,,5.0,,,5.0,,,,,,10.0,,,,,,,,,,10693.0
PAK,1975,Pakistan,3.51,66.0,4.0,8.473529412000001,11.19,9.31880109,3.0,0.0,65.4,1.0,61,,,1.0,4.698082625,,,,,,,,,,0.7777777779999999,1.4071569030000002,9.057875267,4.710623666,6.5920000000000005,8.52,5.192,24.04,0.0,5.210468817,0.0,15.3,,,,,0.0,,,,6.6,,2.0,,2.0,2.866666667,0.0,7.007007007,0.0,2.335669002,,,,,,0.0,,,,,,,,,3.354804104,1638.0
PAN,1975,Panama,7.32,4.0,1.0,4.294117647,25.4,9.100817439,3.8,2.0,42.9,4.0,52,,,4.0,4.848733771,,,,,,,,,,0.962962963,,8.986268532999999,5.068657335,8.712,3.22,7.95,10.25,10.0,8.912067132999999,7.8666666670000005,3.2,,,,,7.8666666670000005,,,,10.0,,8.0,,8.0,8.622222222000001,8.0,8.448448447999999,,8.224224224,,,,,,10.0,,,,,,,,,6.91010355,5110.0
PNG,1975,Pap. New Guinea,,,,0.45,38.47,,,,,,,,,,,,,,,,,,,,1.0,,,,7.516,6.21,9.546,2.27,0.0,5.687333333,7.733333332999999,3.4,,,,,7.733333332999999,,,,,,0.0,,0.0,,5.0,8.538538539,,6.769269269,,,,,,,,,,,,,,,,
PRY,1975,Paraguay,,,,9.5,7.7,9.591280654,2.0,7.0,21.1,,,,,,8.697093551,,,,,,,,,,0.333333333,,7.513565337999999,12.43217331,6.984,7.54,8.677999999999999,6.61,10.0,8.293891335,4.133333333,8.8,,,,,4.133333333,,,,7.4,,5.0,,5.0,5.511111111,,,,,,,,,,0.0,,,,,,,,,,2285.0
