State,Year,EFW,GDP,Population,GDP Per Capita,Log GDP,GDP % Growth,Log Population,Population % Growth,Log GDP Per Capita,GDP Per Capita % Growth,T01,T09,T10,T11,T12,T13,T14,T15,T16,T19,T20,T21,T22,T23,T24,T25,T27,T28,T29,T40,T41,T50,T51,T53,T99,TotalTax,TotalTax/GDP
CO,2000,8.55,180693.3,,,12.104556397863028,,,,,,0.0,1849.305,27.11,75.397,130.837,544.134,6.51,8.072,67.622,0.0,4.275,1.514,5.445,53.095,174.589,15.541,0.0,45.183,0.467,3636.92,334.98,61.873,0.0,31.948,0.23,11376.308,0.06295921320823739
CT,2000,8.48,165822.4,,,12.01867261509098,,,,,,0.0,3419.939,44.886,319.37,183.588,543.022,11.161,197.92,129.028,205.11,5.9,0.15,13.433,3.054,232.599,29.009,1.184,75.188,4.685,3973.621,426.617,237.608,114.17,0.0,0.0,13576.807,0.08187559099373788
DE,2000,8.47,43515.9,,,10.680881667533,,,,,,0.0,0.0,10.936,0.0,53.43,104.2,0.225,27.871,26.68,65.996,0.593,0.333,541.112,1.933,32.744,0.44,4.415,180.462,15.045,733.399,240.319,41.124,48.507,0.0,2.367,2915.7309999999998,0.06700380780358443
FL,2000,8.59,488466.1,,,13.09902535194641,,,,,,762.653,15010.888,575.169,0.0,355.677,1608.061,49.394,666.18,442.512,423.292,30.488,8.082,120.967,14.064,927.038,112.706,28.445,253.371,9.829,0.0,1182.796,739.49,1439.564,56.597,0.0,40799.641,0.08352604407961986
GA,2000,8.53,306019.9,,,12.631405411499724,,,,,,48.147,4630.179,139.83,0.0,256.956,632.103,0.0,0.0,87.004,0.0,1.959,0.0,39.716,23.519,235.488,33.277,0.0,64.193,68.833,6364.586,712.421,148.255,0.294,0.0,24.515,21697.728,0.07090299683125181
HI,2000,8.39,41519.9,,,10.633928109359028,,,,,,0.0,1536.276,39.0,0.0,70.043,74.456,0.0,119.505,42.341,170.291,0.0,0.0,2.788,0.334,76.661,0.544,8.621,20.913,1.056,1064.317,75.271,22.874,9.452,0.0,0.0,4546.28,0.10949641015513042
ID,2000,8.48,38130.6,,,10.548772388369033,,,,,,0.0,747.134,5.979,0.0,56.46,208.968,0.0,2.767,28.78,4.876,1.201,0.251,1.252,27.095,108.365,6.626,28.757,40.774,2.226,965.428,125.86,11.083,0.0,3.369,0.0,3671.204,0.09627973333752944
IL,2000,8.45,486766.2,,,13.095539204652878,,,,,,54.452,6393.08,127.868,488.254,219.701,1356.283,23.663,1467.081,467.35,316.048,4.208,2.201,143.924,27.997,1020.338,66.842,0.0,300.591,4.607,7637.115,2261.293,348.009,57.654,0.24,0.0,35208.092,0.07233060142631102
IN,2000,8.57,203356.8,,,12.222717350658247,,,,,,3.739,3579.416,31.406,448.236,163.124,700.42,3.772,5.859,88.334,16.122,7.764,5.558,4.663,13.427,159.782,0.0,0.0,52.805,1.324,3753.339,924.623,140.173,0.0,0.467,0.0,16184.838,0.0795883786526932
IA,2000,8.51,93189.8,,,11.442393552624377,,,,,,0.0,1722.836,12.265,176.56,120.212,346.461,3.267,0.0,96.982,0.0,7.976,5.345,33.363,18.016,335.732,14.275,5.555,70.379,1.934,1890.427,214.605,99.487,9.717,0.0,0.0,8111.718,0.08704512725641647
KS,2000,8.47,85820.7,,,11.360015515119102,,,,,,48.601,1741.217,73.487,0.908,70.139,356.236,4.239,0.866,52.898,3.877,2.2,0.204,27.048,15.833,143.62,13.335,3.413,28.857,2.279,1861.61,272.432,62.888,0.0,62.048,0.0,7536.653,0.08781859155192163
KY,2000,8.5,114099.1,,,11.644822648001353,,,,,,388.727,2171.609,68.408,0.221,226.812,440.258,20.738,0.0,17.022,567.159,4.113,3.082,192.56,18.156,191.534,10.796,6.902,107.345,2.801,2701.616,306.45,74.49,3.335,170.476,0.0,11736.379,0.10286127585581306
LA,2000,8.51,132709.5,,,11.795917807810604,,,,,,24.9,2060.822,54.923,420.779,239.283,549.421,6.171,12.299,89.644,285.394,0.0,0.0,273.553,21.933,110.023,7.594,3.671,73.354,0.0,1582.26,222.008,95.577,0.0,378.773,0.0,10981.357999999998,0.08274733911287435
ME,2000,8.41,36840.9,,,10.514363920038264,,,,,,30.55,847.358,34.308,0.0,46.81,181.263,4.366,1.96,74.933,0.0,3.073,0.86,3.129,11.398,68.389,10.074,0.0,35.893,1.561,1076.913,150.046,58.804,19.392,0.0,0.0,3936.0029999999997,0.10683786226720844
MD,2000,8.51,192019.8,,,12.165353770692901,,,,,,256.027,2498.184,24.4,10.212,172.917,652.052,2.07,153.927,210.025,637.794,0.54,0.026,13.278,11.368,179.014,17.54,0.0,155.36,2.064,4613.203,431.109,156.976,118.027,0.0,38.334,15650.933,0.08150687064563135
MA,2000,8.47,289653.4,,,12.576440314760728,,,,,,0.151,3565.267,63.768,6.21,334.635,652.596,7.829,0.0,279.945,149.599,1.282,0.492,22.951,5.991,227.704,60.233,0.0,75.221,56.829,9041.936,1306.353,166.511,127.371,0.0,0.0,22501.970999999998,0.0776858514348528
MI,2000,8.46,351641.3,,,12.770366900921085,,,,,,1702.501,7666.399,132.648,53.145,191.946,1074.816,13.493,12.303,604.672,35.301,11.797,0.0,12.938,47.507,816.16,46.876,15.932,212.752,44.375,7190.407,2382.496,185.528,257.093,45.14,0.178,32694.847,0.09297783565241058
MN,2000,8.32,190894.1,,,12.159474103002601,,,,,,9.411,3723.638,61.735,62.496,171.749,607.589,0.933,0.058,186.013,961.016,0.858,0.301,4.273,54.006,642.467,31.008,0.0,224.008,20.085,5547.326,803.357,82.516,141.397,2.292,0.0,18258.011,0.09564471086324826
MS,2000,8.46,65600.1,,,11.091332499321263,,,,,,1.378,2333.384,39.894,176.648,114.535,418.855,0.0,1.195,56.385,6.04,2.038,1.292,68.019,10.989,112.602,22.446,7.409,53.311,0.697,1006.662,227.716,21.96,0.0,28.139,0.0,7556.252,0.11518659270336477
MO,2000,8.48,186785.2,,,12.137714572516032,,,,,,18.43,2787.531,25.339,182.252,209.748,695.591,0.0,0.58,112.006,18.558,3.679,0.982,89.722,28.653,240.552,17.694,21.432,154.278,18.617,3550.284,265.467,129.872,0.0,0.12,0.161,14166.759000000002,0.07584519009000713
MT,2000,8.37,21878.4,,,9.993255127719475,,,,,,218.883,0.0,17.234,41.406,42.618,188.345,0.125,20.425,13.809,19.949,1.707,3.997,1.196,30.151,55.065,3.959,0.011,25.156,1.916,516.261,99.772,19.039,0.0,85.226,4.51,2312.9550000000004,0.10571865401491884
NE,2000,8.5,56541.1,,,10.942723086311249,,,,,,4.363,1027.94,17.368,6.518,39.19,279.426,0.894,3.167,46.314,24.351,0.26,0.0,6.304,12.445,84.39,8.44,0.0,59.327,18.549,1173.918,140.022,19.022,7.181,1.658,0.0,4692.31,0.08298936525819273
NV,2000,8.59,76654.2,,,11.247059677319344,,,,,,92.743,1941.674,16.39,708.356,129.333,261.995,0.0,10.427,64.675,21.116,0.0,90.633,22.859,6.374,113.713,12.22,0.0,112.789,3.89,0.0,0.0,76.002,3.251,28.815,0.0,5715.512,0.0745622809969969
NH,2000,8.67,45222.8,,,10.71935666341967,,,,,,473.711,0.0,11.878,1.85,54.065,116.884,3.658,57.575,94.55,215.041,3.111,0.473,4.214,6.465,64.702,8.611,4.883,49.089,1.018,65.975,312.176,61.146,85.01,0.0,0.0,2931.871,0.06483169993896884
NJ,2000,8.44,361845.3,,,12.798972051402401,,,,,,3.039,5508.046,78.161,340.413,282.264,506.432,0.0,854.176,399.76,230.387,6.25,55.329,151.046,12.314,352.992,30.644,1.799,176.183,3.39,7205.26,1347.336,485.948,116.435,0.0,0.0,26561.954,0.07340693384714407
NM,2000,8.39,55239.7,,,10.919437176661269,,,,,,34.877,1502.319,36.748,19.805,65.107,233.176,0.63,7.012,24.242,117.891,3.763,1.214,2.303,16.633,142.405,9.178,0.064,29.597,0.603,880.859,159.338,16.087,0.0,439.327,0.0,5562.224,0.10069250919175883
NY,2000,8.31,836201.5,,,13.63662489173222,,,,,,0.0,8563.323,182.914,1.537,659.046,521.67,36.369,1605.673,668.251,1068.296,22.951,0.047,66.534,31.966,632.632,77.4,32.591,106.116,0.0,23194.281,2771.556,1054.669,438.019,0.0,0.0,60712.297999999995,0.07260486617161055
NC,2000,8.57,277994.1,,,12.53535516942598,,,,,,0.019,3374.566,192.629,11.4,279.204,1066.67,0.0,386.551,42.026,588.093,5.468,0.0,158.393,14.81,392.182,59.54,0.0,109.318,2.939,7209.67,1197.162,188.412,34.397,1.937,0.0,23364.699,0.08404746359724902
ND,2000,8.37,18013.5,,,9.798876755768848,,,,,,2.486,330.269,5.431,13.177,21.893,110.546,0.0,28.288,22.826,122.618,0.243,0.246,0.0,3.702,43.626,3.618,0.004,35.741,0.0,198.621,78.221,6.077,0.0,144.74,0.0,1814.573,0.10073406056568684
OH,2000,8.36,391320.8,,,12.877282962931945,,,,,,22.615,6263.251,83.776,0.0,358.611,1404.946,16.582,642.111,289.434,0.0,24.658,0.0,353.002,29.936,607.6,38.615,1.808,497.881,5.294,8241.227,630.607,155.103,0.0,9.308,0.0,31029.505,0.07929429000451804
OK,2000,8.41,90893.0,,,11.417438269499556,,,,,,0.0,1441.67,60.889,7.933,160.93,402.38,4.119,15.462,74.82,12.304,6.051,5.368,43.102,14.211,633.002,12.007,0.004,115.391,0.267,2134.506,194.145,87.51,9.043,392.606,12.302,9290.676,0.10221552814848228
OR,2000,8.42,117291.2,,,11.672415010514454,,,,,,0.106,0.0,12.707,0.071,43.548,473.947,1.434,7.241,188.726,0.0,2.232,1.696,6.46,28.443,366.177,20.323,6.664,168.664,4.367,4097.427,407.084,43.907,25.552,38.899,0.0,9367.073999999999,0.07986169465398937
PA,2000,8.47,408203.4,,,12.919520858573561,,,,,,117.436,7057.309,179.655,0.575,439.897,764.065,25.51,678.059,324.319,991.007,14.554,0.053,990.325,52.058,791.409,56.644,46.217,309.11,12.969,6770.513,1696.845,801.164,321.616,0.0,25.597,34747.96,0.08512413174412559
RI,2000,8.36,34520.9,,,10.44932021669991,,,,,,0.948,621.066,9.567,0.0,31.338,130.974,5.374,73.011,59.737,71.881,0.009,0.376,13.391,1.643,51.45,0.388,0.0,22.879,0.632,828.983,74.825,34.207,2.167,0.0,0.063,3083.228,0.08931482087662836
SC,2000,8.55,115176.6,,,11.654221881611251,,,,,,12.663,2458.308,128.848,37.692,85.074,369.976,0.0,41.471,29.685,89.801,6.66,14.205,41.649,14.205,107.953,15.624,0.0,110.592,64.274,2445.559,227.161,43.085,36.906,0.0,0.0,10393.403,0.09023884191754228
SD,2000,8.53,22669.2,,,10.028762453950806,,,,,,0.0,487.897,10.761,0.021,39.514,124.735,1.47,2.089,19.092,46.81,0.269,0.116,2.032,14.904,39.315,2.008,0.0,52.787,7.017,0.0,45.123,28.429,0.142,2.714,0.0,1682.089,0.07420151571294972
TN,2000,8.56,182089.1,,,12.112251406702878,,,,,,0.0,4446.16,75.918,0.0,286.584,788.174,0.0,4.546,82.589,121.353,1.956,0.0,494.089,25.329,235.56,38.675,6.039,93.671,3.19,180.278,613.924,92.449,119.936,0.957,28.213,13428.873000000001,0.07374891193377309
TX,2000,8.51,738804.4,,,13.51278848289317,,,,,,0.0,14012.165,514.804,22.602,739.259,2688.818,11.556,507.857,531.78,3184.527,30.417,7.87,2098.91,63.468,925.337,117.896,16.861,525.53,26.532,0.0,0.0,278.486,0.0,1119.467,0.0,48275.96199999999,0.06534336016407048
UT,2000,8.53,70383.8,,,11.161718402029566,,,,,,0.0,1423.234,23.943,0.0,82.872,330.499,0.0,0.0,48.254,15.289,0.822,0.0,1.328,22.619,80.038,8.063,0.0,22.448,2.793,1651.448,173.799,64.559,0.0,26.689,0.0,6211.866,0.08825704210343857
VT,2000,8.48,18312.7,,,9.815350087201491,,,,,,404.71,215.423,14.159,0.0,20.401,60.575,0.0,9.714,25.506,137.849,0.435,0.109,1.19,5.614,35.318,3.965,0.0,18.793,2.899,432.002,44.43,13.55,20.831,0.0,15.682,2091.982,0.11423667727860992
VA,2000,8.53,267618.0,,,12.497315869548041,,,,,,34.075,2471.938,123.448,0.073,251.074,814.999,0.0,102.351,15.332,572.872,7.085,0.047,30.087,19.77,309.723,29.681,0.0,112.362,5.01,6828.901,565.909,150.12,145.61,1.91,55.658,19726.55,0.07371159637991465
WA,2000,8.42,238137.1,,,12.380601837220427,,,,,,1697.689,7739.014,162.228,0.009,261.15,775.245,1.955,290.022,277.329,177.319,8.098,0.113,14.306,29.465,295.288,28.974,14.721,183.445,33.544,0.0,0.0,82.573,433.81,61.086,0.0,18461.504,0.07752468640963546
WV,2000,8.41,42577.4,,,10.659078875051904,,,,,,3.537,917.05,8.401,0.0,101.004,239.58,8.438,183.266,32.345,310.021,8.747,0.013,7.675,16.39,87.74,4.462,18.956,30.018,0.259,965.721,217.793,21.103,6.508,154.239,0.0,5151.61,0.1209940015125395
WI,2000,8.44,180616.3,,,12.104130170598845,,,,,,87.155,3506.696,43.956,0.409,96.432,915.694,3.038,277.951,257.896,3.481,0.47,0.453,95.363,62.407,303.691,35.616,0.0,161.381,9.379,5952.301,578.12,133.261,45.293,4.749,0.0,17938.867000000002,0.09932031051461027
WY,2000,8.51,17191.8,,,9.752187804936856,,,,,,101.396,368.779,1.107,0.0,12.41,81.364,0.233,1.984,10.719,0.0,0.165,0.0,6.385,23.056,52.086,2.753,0.0,3.767,0.974,0.0,0.0,50.779,0.0,245.693,0.0,1457.432,0.08477483451412883
AL,2001,8.39,123035.3,,,11.720226585050185,0.023872676111698965,,,,,183.163,1712.639,128.848,0.094,202.703,502.635,3.528,520.1,66.301,160.898,2.207,0.0,81.912,14.824,193.872,12.627,9.678,117.483,0.068,2437.64,201.533,47.261,29.383,118.31,0.0,11216.619,0.09116586052945781
AK,2001,8.15,28455.4,,,10.256093228221852,0.05934668320174552,,,,,45.116,0.0,12.003,2.38,32.175,37.738,0.0,3.329,47.012,0.0,1.117,0.001,1.278,24.585,34.124,0.0,0.325,11.881,0.106,0.0,400.442,2.683,0.0,772.403,0.0,2062.3279999999995,0.07247580424102278
AZ,2001,8.39,171480.5,,,12.052224836499592,0.04089112527515226,,,,,312.273,3825.282,51.406,0.634,187.832,603.697,1.797,32.678,160.694,0.0,1.127,0.056,10.623,18.104,145.214,14.077,0.0,60.66,8.02,2303.888,541.174,76.922,0.0,4.218,0.0,13667.342,0.07970201859686671
AR,2001,8.27,70680.3,,,11.165922170906798,0.02782980149168246,,,,,434.194,1809.618,29.072,0.0,82.883,400.726,6.273,0.0,96.663,45.794,1.546,0.707,9.767,20.851,110.192,16.92,9.924,76.84,5.508,1563.693,202.345,26.101,17.365,15.904,3.861,7681.445000000001,0.10867872660415986
CA,2001,8.27,1387551.8,,,14.143051457239189,0.015532256827935242,,,,,3321.844,24298.292,288.451,0.0,1496.556,3142.142,44.541,262.527,1150.856,66.699,33.333,3.786,45.192,76.222,1787.789,155.46,76.921,1726.659,3.533,44614.297,6899.302,934.708,0.0,24.636,0.0,125054.209,0.09012579494329509
CO,2001,8.39,187546.2,,,12.141780494041107,0.03722409617807898,,,,,0.0,1970.206,30.439,87.981,144.643,570.625,6.098,9.252,67.904,0.002,4.835,0.975,5.812,53.199,175.932,14.048,0.0,46.074,0.499,3893.395,340.039,82.798,0.0,61.917,0.246,11997.907999999998,0.06397307969982861
CT,2001,8.35,172834.5,,,12.060089768201907,0.04141715311092753,,,,,0.0,3159.04,41.146,327.003,180.265,408.539,8.566,180.546,118.701,131.624,5.822,0.153,12.71,2.734,218.327,29.292,0.31,78.87,4.83,4229.615,387.812,257.801,111.967,0.0,0.0,13330.275,0.07712739643994689
DE,2001,8.32,46555.9,,,10.748409020108705,0.06752735257570386,,,,,0.0,0.0,11.611,0.0,57.908,99.399,0.207,31.893,27.213,66.474,0.79,0.356,586.785,0.949,33.817,1.077,4.525,183.223,20.188,720.034,158.703,41.037,59.21,0.0,0.522,2902.52,0.06234483706683793
FL,2001,8.45,516558.8,,,13.154944404237405,0.05591905229099403,,,,,498.924,14716.286,545.488,0.0,387.855,1731.688,29.247,651.142,442.711,499.395,29.821,4.808,123.905,12.602,959.619,123.781,29.599,255.025,9.829,0.0,1591.473,707.565,1538.67,49.315,0.0,41312.07800000001,0.07997555747767729
GA,2001,8.38,317271.2,,,12.667512207615072,0.03610679611534806,,,,,50.948,4906.559,140.367,0.0,245.229,664.837,0.0,0.0,81.823,0.0,2.336,0.0,32.708,22.354,238.195,43.218,0.0,79.939,87.735,6926.035,691.473,126.114,0.338,0.0,28.297,22774.182,0.07178143493642032
HI,2001,8.25,42982.8,,,10.668555314654359,0.034627205295331365,,,,,0.0,1640.038,37.782,0.0,73.914,77.451,0.0,134.582,55.073,179.0,0.0,0.0,2.667,0.343,82.054,0.429,9.26,20.635,1.076,1105.058,60.499,17.541,10.368,0.0,0.0,4734.794,0.11015555059232994
ID,2001,8.31,37493.8,,,10.531930864956106,-0.016841523412926662,,,,,0.0,782.064,6.057,0.0,61.341,207.576,0.0,1.796,28.568,5.078,1.156,0.285,1.273,28.789,130.661,7.377,31.358,43.426,3.415,1030.528,141.986,42.808,0.0,2.556,0.0,3878.6830000000004,0.10344865017682923
IL,2001,8.32,501155.5,,,13.124671711150846,0.029132506497967725,,,,,58.711,6319.746,140.643,541.079,256.566,1366.563,12.827,1527.009,472.615,318.122,4.041,2.074,151.605,24.295,1297.171,65.544,0.0,282.824,4.115,7668.717,2216.842,361.039,57.787,0.294,0.0,35670.456,0.07117642328578655
IN,2001,8.42,204705.6,,,12.229328128383145,0.006610777724898043,,,,,4.583,3606.008,33.078,470.422,147.895,665.24,3.553,4.247,85.338,15.368,7.992,5.602,5.715,13.793,213.105,0.0,0.0,63.543,1.327,3779.805,825.017,163.674,0.0,0.565,0.0,16242.613000000001,0.07934620743155048
IA,2001,8.37,94973.4,,,11.461352131375358,0.018958578750980948,,,,,0.0,1756.167,12.209,162.175,126.611,354.091,2.779,0.0,95.693,0.0,9.223,5.69,28.719,19.067,339.759,11.188,7.46,71.416,3.976,1888.847,166.745,87.67,9.295,0.0,0.0,8090.747,0.08518961098581287
KS,2001,8.31,88594.7,,,11.391827315390827,0.03181180027172559,,,,,52.148,1745.023,77.896,0.778,77.211,362.291,3.973,0.887,52.876,6.194,2.325,0.221,27.782,15.875,141.334,12.166,3.707,21.582,2.34,1988.46,236.723,41.195,0.0,113.968,0.0,7689.080000000001,0.08678939033599077
KY,2001,8.34,117335.8,,,11.672795188418423,0.027972540417069425,,,,,412.535,2259.124,69.876,0.217,243.875,449.11,19.693,0.0,16.862,553.29,1.152,3.083,204.474,20.152,184.62,11.399,6.1,117.368,3.446,2649.818,361.39,85.16,3.169,174.995,0.0,11919.724,0.10158642119455444
LA,2001,8.34,137847.7,,,11.83390473151043,0.037986923699826036,,,,,24.607,2400.038,52.392,457.975,247.319,538.812,5.02,9.067,96.621,297.087,0.0,0.0,252.71,33.234,106.281,7.783,2.64,71.745,3.382,1750.261,293.056,82.93,0.0,464.42,0.0,11667.748000000001,0.08464231176871287
ME,2001,8.3,38499.2,,,10.558392740839205,0.04402882080094095,,,,,47.508,817.88,40.9,0.0,45.78,189.172,4.695,4.022,74.358,0.0,4.29,0.749,3.313,11.312,70.473,10.328,0.0,36.142,1.408,1161.738,96.283,30.616,17.971,0.0,0.0,3953.4080000000004,0.1026880558557061
MD,2001,8.37,205567.2,,,12.233528266762463,0.06817449606956139,,,,,262.028,2646.642,24.522,11.416,191.427,686.942,1.867,144.049,205.766,678.962,0.541,0.023,14.204,11.73,190.38,15.065,0.0,164.577,2.153,4724.074,501.365,168.751,104.605,0.0,34.606,16171.773999999998,0.07866903864040566
MA,2001,8.32,297918.4,,,12.604574902487137,0.02813458772640942,,,,,0.105,3755.838,64.793,5.939,332.899,659.873,7.542,0.0,270.512,162.852,1.369,0.493,23.129,5.374,265.454,47.231,0.0,94.386,58.646,9902.677,1211.584,203.381,151.193,0.0,0.0,23626.434,0.07930505131606506
MI,2001,8.32,348642.7,,,12.761802894526614,-0.008564006394470525,,,,,1790.053,7722.911,136.591,75.415,200.756,1074.763,12.52,28.756,596.238,34.536,12.065,0.0,12.459,48.009,837.63,45.892,16.309,212.942,43.413,6790.384,2102.093,155.469,252.894,61.804,0.0,32270.168,0.09255942545190247
MN,2001,8.17,195282.3,,,12.182201482957334,0.022727379954732285,,,,,9.509,3770.897,60.61,56.497,185.557,608.069,1.132,0.05,183.009,997.089,0.891,0.307,4.375,47.529,495.656,30.789,0.0,208.688,21.891,5906.184,732.004,53.377,159.328,1.147,0.0,18519.12,0.09483255778941563
MS,2001,8.32,67136.5,,,11.114483139297349,0.023150639976085685,,,,,1.293,2325.63,39.256,182.19,121.316,405.171,0.0,1.332,55.507,6.892,2.242,1.368,66.1,11.24,122.846,24.158,10.451,65.011,0.647,1033.367,210.786,27.575,0.0,35.103,0.0,7609.214,0.11333945022454253
MO,2001,8.32,190570.8,,,12.15777905804613,0.020064485530097542,,,,,19.418,2804.891,25.912,191.301,192.681,675.994,0.0,0.42,108.152,25.776,3.683,0.928,77.158,28.373,263.913,20.32,20.573,159.619,12.496,3815.194,236.261,153.689,0.0,0.063,0.381,14474.505,0.07595342518371125
MT,2001,8.27,22793.3,,,10.034221912108203,0.04096678438872736,,,,,204.24,0.0,17.541,41.502,45.952,183.277,0.126,31.99,13.726,18.25,1.722,3.927,1.277,31.068,52.862,3.206,0.005,29.013,1.456,556.015,103.67,20.286,0.0,131.9,2.799,2401.192,0.10534639565135369
NE,2001,8.35,59598.4,,,10.995384007055506,0.05266092074425721,,,,,5.439,1032.181,17.29,6.215,33.748,290.834,0.931,2.599,45.016,18.565,0.266,0.0,6.19,11.931,79.541,8.187,0.0,57.915,19.264,1227.092,138.04,27.411,6.712,2.041,0.0,4757.446999999999,0.07982507919675695
NV,2001,8.45,80380.2,,,11.294523156181237,0.04746347886189284,,,,,99.108,2048.752,16.468,729.399,146.925,248.764,0.0,8.089,66.213,22.335,0.0,92.971,23.058,6.316,112.642,12.141,0.0,121.861,3.9,0.0,0.0,39.918,3.692,29.675,0.0,5929.949,0.07377375274010266
NH,2001,8.52,46625.8,,,10.749909314975861,0.03055265155619047,,,,,458.17,0.0,11.462,1.659,61.342,119.433,4.022,57.756,86.786,231.693,2.752,0.396,4.347,6.371,66.367,8.977,4.682,50.498,0.982,76.651,350.363,59.266,91.645,0.0,0.0,3014.9790000000003,0.06466331944974671
NJ,2001,8.29,373600.0,,,12.830940985336825,0.031968933934424015,,,,,3.146,5758.67,79.889,342.254,323.188,516.413,0.0,851.195,397.514,237.359,6.455,56.846,145.753,13.34,409.917,35.542,0.4,184.229,0.842,7989.222,1300.785,478.061,122.277,0.0,0.0,27764.413,0.07431588062098501
NM,2001,8.26,55970.3,,,10.932576471885334,0.01313929522406454,,,,,40.22,1620.362,34.738,27.458,44.53,200.052,1.146,12.421,18.024,124.465,0.817,0.306,2.402,12.256,108.74,5.258,0.054,29.766,0.079,830.006,190.673,23.261,0.0,675.212,0.0,5833.1810000000005,0.10421921983623458
NY,2001,8.15,873780.7,,,13.680584707821346,0.043959816089126136,,,,,0.0,8778.982,179.157,0.701,610.625,513.231,37.431,927.222,1020.302,1026.363,31.353,0.171,65.505,21.562,571.733,31.239,33.384,105.223,4.924,26442.534,3199.483,758.523,498.654,0.0,0.0,63942.652,0.07317929086783447
NC,2001,8.4,288184.8,,,12.571357220004717,0.03600205057873751,,,,,0.004,3456.078,199.844,11.846,311.986,1182.716,0.0,421.683,42.026,588.78,7.081,0.0,398.278,13.503,394.504,66.923,0.0,72.322,3.355,7526.282,723.635,143.419,33.652,2.047,0.0,23806.069,0.08260695567566367
ND,2001,8.24,18960.6,,,9.850118420877923,0.051241665109074575,,,,,2.576,340.126,4.892,14.261,22.412,111.623,3.471,39.134,21.81,63.141,0.256,0.245,0.0,8.818,47.795,3.577,0.004,33.657,0.0,213.485,63.39,5.056,0.0,164.624,0.0,1800.903,0.09498132970475619
OH,2001,8.2,395710.0,,,12.888436898724649,0.011153935792703962,,,,,24.913,6287.758,81.029,0.0,350.279,1307.275,17.321,640.548,281.972,0.0,24.335,0.0,296.642,27.43,586.66,40.962,1.809,500.065,5.545,8305.725,663.376,166.004,0.0,8.302,0.0,31007.734999999997,0.07835974577341992
OK,2001,8.26,96759.9,,,11.479987931238519,0.06254966173896293,,,,,0.0,1535.83,61.994,7.173,154.309,401.317,3.703,19.954,73.659,14.557,5.984,3.326,42.7,13.933,577.552,10.917,0.003,150.943,0.467,2279.364,167.222,84.806,9.132,711.072,11.797,9811.291000000001,0.10139831686473427
OR,2001,8.29,117295.4,,,11.672450818186338,3.580767188360312e-05,,,,,0.0,0.0,12.616,0.038,61.779,406.079,1.56,8.063,177.603,0.0,1.313,1.867,5.007,36.232,219.949,16.917,11.23,119.626,3.462,4384.324,322.651,42.077,25.647,34.923,0.0,9366.404,0.07985312296986924
PA,2001,8.34,424772.9,,,12.959309952147965,0.03978909357440408,,,,,58.245,7238.386,187.662,0.612,471.533,1706.376,29.17,684.209,320.955,27.464,14.459,0.112,877.073,60.939,758.928,53.57,47.015,355.793,13.118,7154.981,1389.458,776.869,316.898,0.0,28.064,34874.993,0.08210267886675444
RI,2001,8.21,35981.9,,,10.490771313225341,0.04145109652543155,,,,,0.959,695.966,9.45,0.0,37.287,130.069,5.437,81.305,59.645,100.039,0.067,0.348,11.47,1.675,50.402,0.552,0.0,25.548,0.515,928.203,77.998,27.32,2.302,0.0,0.048,3306.264,0.09188686534062959
SC,2001,8.39,119290.0,,,11.68931278227599,0.03509090066473952,,,,,13.571,2500.285,129.133,37.651,87.631,365.391,0.0,43.757,29.497,81.99,8.295,2.509,56.194,14.65,104.194,20.681,0.0,123.865,16.325,2498.818,192.07,49.488,39.085,0.0,0.0,10477.205,0.08782970072931512
SD,2001,8.37,23406.1,,,10.06075195113437,0.03198949718356303,,,,,0.0,514.712,11.07,0.02,42.641,121.624,1.895,2.43,19.35,43.194,0.285,0.127,2.13,21.14,47.337,2.237,0.0,58.326,8.317,0.0,43.387,34.925,0.135,2.187,0.0,1735.793,0.07415985576409569
TN,2001,8.4,185855.0,,,12.132722078780242,0.02047067207736397,,,,,0.0,4704.13,78.471,0.0,296.496,774.689,0.0,3.998,81.671,122.201,2.275,0.058,480.242,24.782,225.933,37.268,6.236,96.821,4.521,198.071,673.465,84.14,117.78,1.131,28.968,13792.745,0.07421239676091577
TX,2001,8.36,772909.2,,,13.557916856245752,0.045128373352582685,,,,,0.0,14707.624,541.305,21.629,767.433,2766.028,11.516,672.566,584.461,3231.738,32.49,7.216,2030.756,64.993,939.08,123.557,16.676,509.673,27.045,0.0,0.0,322.355,0.0,2044.795,0.0,50793.919,0.06571783464344842
UT,2001,8.39,73392.0,,,11.203570216836953,0.0418518148073872,,,,,0.0,1480.122,25.02,0.0,74.012,325.49,0.0,1.668,47.839,25.646,0.852,0.0,2.573,21.932,83.094,8.311,0.0,23.702,2.812,1705.271,162.754,30.017,0.0,51.853,0.0,6351.68,0.08654458251580555
VT,2001,8.33,19271.8,,,9.866398166490754,0.051048079289262915,,,,,367.459,214.128,15.386,0.0,21.445,65.895,0.0,9.605,26.721,176.255,0.427,0.109,1.267,6.175,36.555,4.311,0.0,27.53,1.438,483.592,44.606,12.714,21.266,0.0,15.855,2165.717,0.11237751533328491
VA,2001,8.41,284396.6,,,12.558125021846793,0.06080915229875217,,,,,30.587,2642.751,127.638,0.054,268.06,847.416,0.0,96.603,15.174,578.198,7.167,0.043,28.99,19.231,312.919,31.413,0.0,130.949,4.791,7226.402,363.757,126.839,166.911,1.727,57.709,20282.078999999998,0.07131617958864488
